2	4.56002
0.1	2.60925e-05
-0.8	1.81481
0.91	0.167147
-0.629	0.735394
0.7561	0.107103
-0.49049	0.157009
0.631441	0.0404595
-0.378297	0.0592968
0.530467	0.0103139
-0.28742	0.0224935
0.448678	0.0103878
-0.213811	0.00612799
0.38243	0.0063908
-0.154187	0.0015803
0.328768	0.0026403
-0.105891	0.000293192
0.285302	0.00135052
-0.0667718	6.00412e-05
0.250095	0.000691747
-0.0350852	4.2471e-06
-0.17017	0.00241459
0.0864915	1.31856e-05
-0.144504	0.00142492
0.0633919	3.79596e-06
0.161869	0.000105986
-0.0252375	1.08561e-06
-0.113867	0.000583348
0.054529	1.91504e-06
-0.0970273	0.000288976
0.0393734	4.94803e-07
0.103984	1.95344e-05
-0.0187764	3.12962e-07
-0.0769261	0.000108149
0.0335584	2.85246e-07
0.0858931	1.34594e-05
-0.0135429	8.33724e-08
-0.0606442	3.82007e-05
0.0288483	1.30585e-07
-0.0516949	2.31166e-05
0.0207939	5.25265e-08
0.0551308	2.38674e-06
-0.0101092	2.46598e-08
-0.0410124	8.52604e-06
0.0177036	2.45136e-08
0.0455165	9.53179e-07
-0.00732794	7.58384e-09
-0.0323595	2.82419e-06
0.0152005	1.34672e-08
-0.0276035	1.69445e-06
0.0109201	2.61393e-09
0.0291681	1.70184e-07
-0.00550314	2.30169e-09
-0.0219263	7.15362e-07
0.00927775	1.32598e-09
0.0240586	6.63745e-08
-0.00402505	8.73538e-10
-0.0173278	2.85368e-07
0.00794747	9.02374e-10
-0.0148003	1.37438e-07
0.00567269	2.0824e-10
0.0153704	1.12655e-08
-0.00305527	2.5362e-10
0.0135279	6.82125e-09
-0.00139696	9.37824e-12
-0.00846661	1.69298e-08
0.00496572	1.90141e-10
-0.00712338	8.75374e-09
0.00375681	4.07919e-11
-0.00603536	3.98579e-09
0.0027776	1.0171e-11
-0.00515406	1.6647e-09
0.00198443	3.90997e-12
0.00536582	1.67954e-10
-0.00105882	3.44716e-12
-0.00410207	8.58029e-10
0.00168011	2.40628e-12
0.00441903	8.16493e-11
-0.000784929	1.0816e-12
-0.00324996	2.96981e-10
0.0014336	7.15661e-13
0.00365213	4.14573e-11
-0.000563076	2.82647e-13
-0.00255975	1.04403e-10
0.00123393	5.5111e-13
-0.00218039	6.82794e-11
0.000892502	1.39109e-13
0.00234808	6.41782e-12
-0.000417518	9.09205e-14
-0.00172754	2.42049e-11
0.0007615	7.74028e-14
0.00194052	3.40353e-12
-0.000299617	2.19073e-14
-0.00136073	8.91669e-12
0.000655388	3.74197e-14
-0.00115912	5.15625e-12
0.000473937	1.08781e-14
0.00124749	6.35398e-13
-0.000222261	8.70549e-15
-0.00091846	1.56995e-12
0.000404318	4.79789e-15
0.0010309	2.03505e-13
-0.000159603	1.66856e-15
-0.000723524	8.92919e-13
0.000347925	3.29463e-15
-0.000616379	4.09777e-13
0.000251495	8.24291e-16
0.000662593	4.16489e-14
-0.000118493	4.38363e-16
-0.000488482	1.83892e-13
0.000214496	5.89172e-16
-0.000418184	7.25972e-14
0.000151228	1.27946e-16
0.00042095	7.06727e-15
-9.15213e-05	2.03698e-16
0.000369703	3.384e-15
-4.53989e-05	1.24417e-17
-0.000242026	9.71409e-15
0.000131565	7.68469e-17
-0.000204667	4.70641e-15
9.79422e-05	2.22643e-17
